Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4Nt5ZxHaMELMnGmrL5pn6v,"Mas de Cien Mentiras - En Directo","500 Noches para una Crisis (En Directo)","Joaquín Sabina",2015-03-02,201988,40,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"trova,singer-songwriter,nueva trova","Ariola",0.654,0.833,4,-5.457,1,0.0402,0.0252,0,0.68,0.553,130.034,4
spotify:track:1v3pQ84fITUtZy5l2s5n4H,"Cumbia del Corazón","Cumbia del Corazón","Los Ángeles Azules;Carlos Vives",2022-08-11,197333,43,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"cumbia,cumbia sonidera,salsa,colombian pop,vallenato,latin pop,latin","OCESA Seitrack",0.593,0.697,4,-6.112,0,0.0397,0.276,0,0.303,0.787,88.039,4
spotify:track:6aommJFM8i3iT4inKuDSXh,"Chachachá","Háblate de Mí","Jósean Log",2016-10-14,215986,80,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"mexican indie,latin indie","Jósean Log",0.68,0.321,5,-10.944,1,0.0376,0.791,0.00000467,0.125,0.416,110.827,4
spotify:track:7v0WvqGq7auy99Nydgc6YJ,"Quisiera","Quisiera","Flor de Toloache;John Legend;Cultura Profética",2020-02-21,233333,46,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,mariachi,soft pop,neo soul,reggae,roots reggae,latin alternative","Flor de Toloache",0.661,0.559,10,-9.155,1,0.043,0.318,0,0.294,0.723,80.892,4
spotify:track:1TdaQqgKRbiFdO15q1kv6e,"La Que Me Gusta","Repeat After Me","Los Amigos Invisibles",2013-09-24,239626,1,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin alternative,latin rock","St. Indie Music",0.721,0.833,7,-7.469,1,0.0777,0.122,0.000115,0.135,0.549,100.005,4
spotify:track:1FV8DteSCiDnZDEQlQZMh3,"Tantas Veces","Dios Los Cría","Andrés Calamaro;Mon Laferte",2021-05-27,199018,43,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,rock en español,latin rock,latin alternative","Universal Music Spain S.L.",0.704,0.368,0,-10.288,1,0.0295,0.83,0.00000267,0.105,0.514,87.991,4
spotify:track:4mXfHJAMHBFwq4MdQxne2L,"Canela en Rama","Lo Mal Que Estoy y Lo Poco Que Me Quejo","El Kanka",2013-04-22,201506,5,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"singer-songwriter","Altafonte under exclusive license from A Volar Music",0.585,0.483,0,-7.205,1,0.0761,0.734,0,0.104,0.621,103.023,4
spotify:track:4NjpDjEBP5am0Bsb3v3urI,"Sin Documentos","Limon Y Sal","Julieta Venegas",2006-05-25,228680,51,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin pop,latin rock","Ariola",0.7,0.717,9,-5.689,0,0.0495,0.0955,0,0.099,0.594,96.003,4
spotify:track:3AR1c3Dssq51WlGGkuYJNj,"El lado oscuro","La Flaca","Jarabe De Palo",2003-02-28,288053,76,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,latin alternative","Parlophone Spain",0.818,0.723,7,-6.702,0,0.0296,0.528,0.000591,0.0905,0.748,98.049,4
spotify:track:2eSfx6dUPd5fTSf1IbYvlB,"Lenguas de Signos (feat. Monsieur Periné)","Civilizado Como Los Animales","Macaco;Monsieur Periné",2019-05-24,292552,34,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,latin alternative,colombian pop,latin indie","Sony Music Entertainment",0.778,0.399,4,-8.025,0,0.0584,0.528,0,0.1,0.522,128.12,4
spotify:track:3TB8yNtLqwugHCols5sPx3,"Traición A La Mexicana","Positiva Vibración","La Zimbabwe",2006-03-05,250600,50,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,reggae en español,latin rock,rock en español","M & M",0.721,0.585,9,-10.193,1,0.0789,0.00346,0.0000904,0.0922,0.653,91.212,4
spotify:track:5PSCWHpXi8I45NXURHyhBA,"Auto Rojo","3980","Vilma Palma e Vampiros",1993,306000,68,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,argentine rock","BARCA DISCOS",0.764,0.82,1,-6.073,1,0.0441,0.158,0,0.0939,0.688,104.527,4
spotify:track:2uA8yyiATjJspN61Q3V8JU,"Oleada","Realmente Lo Mejor","Julieta Venegas",2007-10-08,193880,23,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin pop,latin rock","RCA Records Label",0.757,0.637,0,-7.792,1,0.0258,0.386,0.000575,0.164,0.871,119.988,4
spotify:track:3UIENhLRdFIOuRan92cAQu,"En algún lugar","El Grito Del Tiempo","Duncan Dhu",1987-01-17,235626,78,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock","DRO/EastWest Spain",0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,4
spotify:track:6W1BLmVBxkqZwFQcORQLnv,"Tren Al Sur","Corazones","Los Prisioneros",1990-09-08,336933,73,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin rock,rock en español","EMI CHILE",0.675,0.67,9,-7.218,0,0.0514,0.00565,0.00673,0.0805,0.726,90.23,4
spotify:track:1ZGs4W7LBJy68hRPTsvMFc,"Para no olvidar","Palabras más, palabras menos","Los Rodriguez",1995-05-21,234813,68,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin rock,argentine rock,rock en español","DRO/EastWest Spain",0.593,0.926,7,-3.696,0,0.0322,0.242,0.00000157,0.207,0.961,104.854,4
spotify:track:6VuUMo1TusnqBxLTnr3hOI,"Brillas","Solstis - De León Larregui","León Larregui",2012-01-01,226186,2,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,mexican indie,latin indie,latin alternative","EMI México",0.625,0.433,9,-12.963,1,0.0366,0.376,0.00103,0.248,0.274,93.041,4
spotify:track:3EK4tGkSiO5xvvB5sM4tln,"Amárrame","La Trenza","Mon Laferte;Juanes",2017-04-27,207333,83,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin alternative,latin pop,colombian pop,rock en español","Universal Music Mexico",0.563,0.674,5,-4.554,0,0.048,0.247,0.00226,0.107,0.784,179.977,4
spotify:track:5kRFlfWSTdQXl6AATz3xn8,"Costumbres Argentinas - En Vivo","En El Opera","Los Abuelos De La Nada",2004-01-01,197933,45,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español","Universal Music Argentina S.A.",0.44,0.84,4,-7.365,1,0.0663,0.261,0.0000109,0.806,0.546,141.334,4
spotify:track:5jMN6VfvoLIckMMR4LkrLt,"Danzas en el Mar","Danzas en el Mar","Espumas y Terciopelo",2021-08-20,216766,38,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"mexican indie,latin indie,latin folk","Espumas y Terciopelo",0.609,0.502,7,-10.696,1,0.0313,0.468,0.0238,0.103,0.749,93.028,4
spotify:track:0akyEssGRVHstqCSWXusJL,"Fuentes de Ortiz","mix pa llorar en tu cuarto","Ed Maverick",2018-03-02,207400,77,true,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"mexican indie,latin folk","Universal Music Mexico",0.83,0.159,1,-14.461,1,0.0383,0.946,0.0000202,0.362,0.189,104.95,4
spotify:track:5dQVCKjXLD4GdnWnrTswJO,"Me Levanté","Me Levanté","Dave Bolaño",2022-06-03,187510,58,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"colombian pop","Rola Inc.",0.716,0.786,9,-4.873,1,0.0792,0.489,0,0.134,0.962,169.962,4
spotify:track:4zsDA31stWMtLveU61hejd,"Algo Contigo","Vicentico","Vicentico",2003-02-20,218440,67,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español","RCA Records Label",0.551,0.624,7,-7.42,1,0.0744,0.808,0.00000299,0.329,0.633,100.555,4
spotify:track:74KqkyHbpneHF6JT8EwUOO,"No Te Apartes de Mí (feat. Valeria Bertuccelli)","Vicentico 5","Vicentico;Valeria Bertuccelli",2012-09-25,198333,70,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español","Ariola",0.816,0.549,7,-8.649,1,0.0312,0.791,0.000034,0.117,0.886,111.032,4
spotify:track:3ydweVPwq9PCEVJ8WwqT6u,"Loco (Tu Forma De Ser)","El Milagro Argentino","Los Auténticos Decadentes",1989-06-27,313000,79,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,ska,rock en español,murga,latin alternative","RCA Records Label",0.742,0.61,9,-7.596,1,0.0853,0.175,0,0.0493,0.722,113.281,4
spotify:track:1p7m9H4H8s0Y7SgRm7j3ED,"Flaca","Alta Suciedad","Andrés Calamaro",1997,277653,78,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,rock en español,latin rock","DRO/EastWest Spain",0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,4
spotify:track:0755muz0MNV5mQciPVpyc4,"Alebrije","Macuiles","Macuiles",2015-11-27,294000,43,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"son jarocho,latin folk","Fonarte Latino",0.782,0.503,7,-8.887,1,0.031,0.421,0,0.116,0.79,130.542,4
spotify:track:2lqFwTECuP5VNUvzzotxWo,"Runaway","Pampas Reggae","Los Pericos",1994-01-01,205333,67,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae,argentine rock,latin rock,rock en español,ska,latin alternative","EMI Argentina",0.827,0.523,9,-8.342,1,0.0512,0.0344,0.00000321,0.0505,0.729,148.396,4
spotify:track:1QgfZsvA8tpsMVs1EylzYU,"La chica de Ipanema","En la vida conocí mujer igual a la Flaca: 20 años (Deluxe Edition)","Jarabe De Palo",2017-12-01,251480,63,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,latin alternative","WM Spain",0.779,0.613,9,-7.24,1,0.0673,0.533,0.0000894,0.118,0.812,152.066,4
spotify:track:0fHTVPRRKmWaRuIwrsNTMp,"La parte de adelante","Honestidad Brutal","Andrés Calamaro",1999,261626,68,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,rock en español,latin rock","DRO/EastWest Spain",0.591,0.777,9,-6.307,1,0.0401,0.494,0,0.383,0.621,123.264,4
spotify:track:199gJ6b1aihvmEqdQZr0qT,"Aunque no sea conmigo (feat. Café Tacvba)","Barrio Bravo","Celso Piña;Café Tacvba",2001-03-19,213613,66,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"cumbia,cumbia sonidera,electrocumbia,rock en español,mexican rock,latin rock,latin alternative,ska","MCM Mexico/WMI",0.81,0.508,9,-9.062,1,0.0455,0.44,0,0.111,0.31,88.089,4
spotify:track:3StCElHKaN6ASLf7Pymdum,"Contigo (feat. Natalia Lafourcade)","Radio la Colifata Presenta: El Canto del Loco","El Canto Del Loco;Natalia Lafourcade",2009-11-24,214853,60,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin folk,bolero,latin indie,latin alternative,latin folklore","Columbia (BMG Spain)",0.727,0.628,1,-7.3,0,0.0269,0.213,0,0.12,0.686,118.007,4
spotify:track:5yIVcrwQXdIlDgTMc8pa6z,"Contigo","Yo, Mi, Me, Contigo","Joaquín Sabina",1996-06-21,274866,62,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"trova,singer-songwriter,nueva trova","Ariola",0.49,0.418,2,-10.773,1,0.0572,0.0309,0.0000202,0.0615,0.226,98.507,4
spotify:track:3TRcOhd9iGEc4GObUbK2GB,"Me enamoras con todo","Orígenes: El Bolero Vol.3","Café Quijano",2014-12-02,223962,52,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"bolero,rock en español","WM Spain",0.729,0.784,9,-5.791,1,0.0346,0.499,0.213,0.213,0.926,140.036,4
spotify:track:58tnDTHguRpHhoe6Ft6B83,"Dar es dar","Euforia","Fito Paez",1996,188093,55,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español,trova","WM Argentina",0.654,0.869,9,-8.333,1,0.0864,0.509,0,0.948,0.435,110.632,4
spotify:track:5omgFpiMt1CGHjQGfkwzvz,"Agua","Depende","Jarabe De Palo",1998,254266,71,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,latin alternative","Parlophone Spain",0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,0.742,145.751,4
spotify:track:4smTDf8dKkZXxz66uv5w43,"El Pájaro Vio el Cielo y Se Voló","Mi Vida Loca","Los Auténticos Decadentes",1995-08-01,261466,58,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,ska,rock en español,murga,latin alternative","RCA Records Label",0.714,0.636,0,-7.012,1,0.0263,0.0148,0.0000117,0.0628,0.669,122.402,4
spotify:track:2cIDetbjLPkhYf4r7z86WH,"Tu Sin Mi","Vivi En Do","Dread Mar I",2010-05-01,245055,4,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae","Tams Records",0.797,0.41,9,-5.777,0,0.032,0.158,0,0.0552,0.789,83.963,4
spotify:track:6u9GgwXbMs5jJlA29zGHu5,"Me Quedo Contigo (Si Me Das A Elegir) - Live Baïonarena","Baïonarena (Live)","Manu Chao",2009-09-14,288146,55,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"latin alternative","Radio Bemba",0.316,0.958,4,-4.521,0,0.348,0.0176,0.0000424,1,0.725,176.547,4
spotify:track:6a9XrreZYGZerIHPTe0Ywi,"Mi Amor","Amor-es","Dread Mar I",2008-05-01,182200,0,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae","Tams Records",0.584,0.49,5,-6.334,1,0.048,0.0247,0.00000314,0.0977,0.339,170.003,4
spotify:track:5sQGo3fB2NoFalyy4uZjiu,"Ojalá","Al Final de Este Viaje...","Silvio Rodríguez",1978-01-01,212481,13,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"trova,nueva trova,singer-songwriter,latin folklore,latin folk","Ojalá",0.526,0.235,7,-14.074,0,0.0991,0.907,0.00000444,0.111,0.377,91.24,1
spotify:track:4UH2LBATmFlpN0XGRSpXoL,"Solo un Momento","Solo Un Momento","Vicentico",2010,235733,60,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español","Ariola",0.534,0.803,7,-5.796,1,0.0334,0.00359,0.0000392,0.143,0.314,124.017,4
spotify:track:4Mq3oVy3iH4bMXcMRSRYf2,"Bye, Bye - En Vivo","Vivo Grandes Exitos en Buenos Aires (En Vivo)","Vilma Palma e Vampiros",2009,251786,55,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,argentine rock","Vilma Palma Music, LLC",0.659,0.865,6,-5.866,1,0.0257,0.136,0,0.747,0.709,106.085,4
spotify:track:3UA8Vjo0hQXGJnoeQF1SOL,"Tu Vida Mi Vida","La Ciudad Liberada","Fito Paez",2017-11-24,252867,51,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español,trova","Ariola",0.735,0.543,2,-14.276,0,0.0317,0.134,0,0.126,0.549,115.988,4
spotify:track:0dRY4OrSY53yUjVgfgne1W,"Aunque no sea conmigo","Hijos del pueblo","Bunbury;Andrés Calamaro",2015-04-14,212560,66,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,mexican rock,argentine rock","WM Spain",0.461,0.715,4,-6.246,0,0.0281,0.458,0.0000156,0.719,0.455,86.09,4
spotify:track:5okqhr7805Y9x51CaR2U9U,"La constante","Expectativas","Bunbury",2017-10-20,247945,60,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,mexican rock","WM Spain",0.496,0.534,4,-5.222,1,0.0255,0.0697,0,0.0939,0.342,102.057,4
spotify:track:3yyj7TN3dH6Pc5bCOTH7m4,"19 Dias y 500 Noches - Directo","500 Noches para una Crisis (En Directo)","Joaquín Sabina",2015-03-02,356062,51,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"trova,singer-songwriter,nueva trova","Ariola",0.482,0.87,4,-6.47,1,0.549,0.0535,0,0.956,0.512,82.582,4
spotify:track:6pKADEM7gx8EZ6UypMUzyd,"Anónimos (feat. Carla Morrison)","Soundamerica","Los Pericos;Carla Morrison",2016-10-28,315933,57,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae,argentine rock,latin rock,rock en español,ska,latin alternative","Columbia",0.717,0.603,6,-7.108,0,0.0334,0.277,0.0000643,0.0854,0.808,144.018,4
spotify:track:5yMXpZhVnUAFT154F3MQ8G,"Bolero Falaz","Originales - 20 Exitos","Aterciopelados",1995,225240,65,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin rock,latin alternative","Sony Special Marketing",0.684,0.746,4,-6.409,1,0.0296,0.159,0.00000458,0.0874,0.662,112.237,4
spotify:track:3pKn97rC6hpgBsHsH4UM4L,"Te Invito","Tambó","Herencia de Timbiqui",2011-03-01,293546,5,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"colombian pop,salsa","Herencia de Timbiquí",0.496,0.56,7,-10.421,0,0.0633,0.711,0.0000398,0.169,0.746,155.473,4
spotify:track:2FkA1Pj0HaXh7sQb9zwkKh,"Sabrás","This Is Gozar (Timbiquí Edition)","Herencia de Timbiqui",2015-06-25,245015,7,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"colombian pop,salsa","Herencia de Timbiquí",0.673,0.653,4,-7.589,0,0.0311,0.479,0,0.0956,0.942,151.184,4
spotify:track:1d4fWuxcszsjBBm5rlvRuX,"Soy tuyo","La lengua popular","Andrés Calamaro",2007-09-11,195213,53,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,rock en español,latin rock","WM Spain",0.652,0.525,7,-6.443,1,0.0255,0.482,0,0.155,0.484,110.027,4
spotify:track:2pgNoPDfkI2lxwggOmEy12,"Esto Es Vida","Amor Vincit Omnia","Draco Rosa",2009,274053,50,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,latin pop,latin rock,latin alternative","Draco Rosa",0.608,0.533,7,-8.513,1,0.0257,0.323,0.00111,0.107,0.448,102.019,4
spotify:track:1vDuH3mCl1Y2AMHEBPF1K4,"Tus Ojos - Versión 25 Años","25 Años de Música","Los Cafres",2013-10-22,249173,50,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae,roots reggae,argentine rock,rock en español","Pop Art",0.553,0.591,8,-6.953,1,0.126,0.106,0.0000208,0.102,0.763,183.657,4
spotify:track:0mi3ehpJIIpSMHIAcBGUW8,"El Pájaro Vio el Cielo y Se Voló - Vivo en el Palacio de los Deportes","En Vivo en el Palacio de los Deportes - 25 Aniversario","Los Auténticos Decadentes",2012-05-10,260852,44,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,ska,rock en español,murga,latin alternative","Pop Art",0.505,0.794,0,-5.856,1,0.0345,0.00232,0.00000737,0.753,0.438,122.837,4
spotify:track:3b355y8meUI0ok4bhu9OpI,"Pupilas Lejanas (En Vivo)","3000 Vivos (En Vivo)","Los Pericos",2017-10-06,240144,42,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"reggae en español,reggae,argentine rock,latin rock,rock en español,ska,latin alternative","Columbia",0.385,0.595,3,-8.946,1,0.0604,0.541,0.00000134,0.69,0.329,81.595,4
spotify:track:6guoJhM9n5Fm7npXJ1rfsM,"Crímenes perfectos","Alta Suciedad","Andrés Calamaro",1997,264840,64,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,rock en español,latin rock","DRO/EastWest Spain",0.55,0.413,9,-9.489,1,0.0269,0.359,0.000102,0.118,0.401,124.918,4
spotify:track:3c8SCYG8XwNHxSvfIj3jgg,"Locos - Live","Metrópolis (Live)","León Larregui",2017-03-03,211946,52,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"rock en español,mexican indie,latin indie,latin alternative","Universal Music Mexico",0.587,0.856,7,-6.12,0,0.0391,0.279,0.00608,0.983,0.735,112.019,4
spotify:track:1xOHfq1OF3R8DXk5YvwnaY,"Fugaz","Tres Veces Tres","Panteon Rococo",2016,289893,42,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"ska,mexican ska,rock en español,mexican rock,latin alternative","RCA Records Label",0.704,0.433,9,-10.321,1,0.0355,0.186,0.000514,0.0503,0.497,135.01,4
spotify:track:4Ft15s9T7pcG7O85VbdxVl,"Al lado del camino","Abre","Fito Paez",1999-07-27,326213,65,false,zptjlytrhkfvnay62b8i1w5gr,2024-04-10T17:33:31Z,"argentine rock,latin rock,rock en español,trova","WM Argentina",0.281,0.819,0,-5.219,1,0.0348,0.00496,0,0.116,0.265,93.49,3
